% Langmuir characteristic curve

% U (Volt)	I (A)
-11.217500	-9.112991E-7
-11.211500	-4.798640E-7
-11.205500	-4.502945E-7
-11.199500	-1.119915E-7
-11.193500	-3.656605E-7
-11.187500	-3.529713E-7
-11.181000	-4.037283E-7
-11.175000	2.759043E-8
-11.169000	-1.288718E-7
-11.163000	-1.161825E-7
-11.157000	-6.660121E-7
-11.151000	-6.913906E-7
-11.145000	-4.291069E-7
-11.139000	-3.995374E-7
-11.133000	-3.614696E-7
-11.127000	-4.164176E-7
-11.121000	-4.207250E-7
-11.115000	-1.542503E-7
-11.109000	-2.303859E-7
-11.103000	-3.234018E-7
-11.097000	-3.360910E-7
-11.091000	-3.065215E-7
-11.085000	-5.222391E-7
-11.079000	-3.065215E-7
-11.073000	-3.826572E-7
-11.067000	-5.476177E-7
-11.061000	-5.010515E-7
-11.055000	-3.614696E-7
-11.049000	-3.868481E-7
-11.043000	-5.433103E-7
-11.037000	-6.152550E-7
-11.031000	-6.533228E-7
-11.025000	-6.194459E-7
-11.019000	-2.472661E-7
-11.013000	-5.940674E-7
-11.007000	-3.319001E-7
-11.001000	-4.629837E-7
-10.995000	-1.457520E-7
-10.989000	-2.430752E-7
-10.983000	-1.796288E-7
-10.977000	-5.983748E-7
-10.971000	-6.997725E-7
-10.965000	-3.741588E-7
-10.959000	-4.122267E-7
-10.953000	-5.306210E-7
-10.947000	-6.702030E-7
-10.941000	-6.870832E-7
-10.935000	-4.037283E-7
-10.929000	-2.345769E-7
-10.923000	-4.207250E-7
-10.917000	-3.192108E-7
-10.911000	-3.995374E-7
-10.905000	-5.603069E-7
-10.899000	-5.391194E-7
-10.893000	-2.050074E-7
-10.887000	-4.544854E-7
-10.881000	-5.095499E-7
-10.875000	-3.826572E-7
-10.869000	-3.656605E-7
-10.863000	-2.303859E-7
-10.857000	-2.091983E-7
-10.851000	-3.487803E-7
-10.845000	-4.122267E-7
-10.839000	-3.149034E-7
-10.833000	-2.726447E-7
-10.827000	-3.572786E-7
-10.821000	-3.319001E-7
-10.815000	1.376029E-7
-10.809000	-1.288718E-7
-10.803000	-9.930227E-8
-10.797000	-3.868481E-7
-10.791000	-6.279442E-7
-10.785000	-4.883623E-7
-10.779000	-4.122267E-7
-10.773000	-4.291069E-7
-10.767000	-1.203734E-7
-10.761000	-5.052425E-7
-10.755000	-5.010515E-7
-10.749000	-2.303859E-7
-10.743000	-2.261950E-7
-10.737000	-1.796288E-7
-10.731000	-3.234018E-7
-10.725000	-4.164176E-7
-10.719000	-2.642628E-7
-10.713000	-4.249159E-7
-10.707000	-2.811430E-7
-10.701000	-4.798640E-7
-10.695000	-5.559996E-7
-10.689000	-3.995374E-7
-10.683000	-4.080357E-7
-10.677000	-3.192108E-7
-10.671000	-2.091983E-7
-10.665000	-4.334142E-7
-10.659000	-2.515735E-7
-10.653000	-7.811468E-8
-10.647000	-3.529713E-7
-10.641000	-4.164176E-7
-10.635000	-3.826572E-7
-10.629000	-1.965091E-7
-10.623000	-2.735760E-8
-10.617000	-2.684537E-7
-10.611000	-5.306210E-7
-10.605000	-3.275927E-7
-10.599000	-3.360910E-7
-10.593000	-4.164176E-7
-10.587000	-4.334142E-7
-10.581000	-5.603069E-7
-10.575000	-3.614696E-7
-10.569000	-3.360910E-7
-10.563000	-2.769521E-7
-10.557000	-4.207250E-7
-10.551000	-3.529713E-7
-10.545000	-4.122267E-7
-10.539000	-4.587928E-7
-10.533000	-6.194459E-7
-10.527000	-3.065215E-7
-10.521000	-5.771872E-7
-10.515000	-3.868481E-7
-10.509000	-4.334142E-7
-10.503000	-4.207250E-7
-10.497000	-6.490154E-7
-10.491000	-5.095499E-7
-10.484500	-3.995374E-7
-10.478500	-1.754379E-7
-10.472500	-2.388842E-7
-10.466500	-3.319001E-7
-10.460500	-3.868481E-7
-10.454500	-6.533228E-7
-10.448500	2.211891E-9
-10.442500	-9.080395E-8
-10.436500	-1.330627E-7
-10.430500	-5.349284E-7
-10.424500	-6.955815E-7
-10.418500	-3.699679E-7
-10.412500	-4.334142E-7
-10.406500	-8.986099E-7
-10.400500	-6.828923E-7
-10.394500	-6.913906E-7
-10.388500	-5.813781E-7
-10.382500	-3.154855E-8
-10.376500	-2.557645E-7
-10.370500	-5.433103E-7
-10.364500	-4.207250E-7
-10.358500	-4.841713E-7
-10.352500	-4.080357E-7
-10.346500	-4.164176E-7
-10.340500	-4.502945E-7
-10.334500	-3.910391E-7
-10.328500	-4.334142E-7
-10.322500	-3.487803E-7
-10.316500	-3.572786E-7
-10.310500	-7.082708E-7
-10.304500	-7.040799E-7
-10.298500	-5.686888E-7
-10.292500	-2.811430E-7
-10.286500	-3.154855E-8
-10.280500	-3.319001E-7
-10.274500	-1.923181E-7
-10.268500	-3.360910E-7
-10.262500	-2.430752E-7
-10.256500	-1.838198E-7
-10.250500	-2.938323E-7
-10.244500	-7.209601E-7
-10.238500	-4.164176E-7
-10.232500	-3.826572E-7
-10.226500	-4.461035E-7
-10.220500	-6.152550E-7
-10.214500	-6.870832E-7
-10.208500	-6.025657E-7
-10.202500	-1.203734E-7
-10.196500	-1.754379E-7
-10.190500	-3.741588E-7
-10.184500	-3.319001E-7
-10.178500	-3.614696E-7
-10.172500	-3.529713E-7
-10.166500	-3.487803E-7
-10.160500	-3.149034E-7
-10.154500	-4.164176E-7
-10.148500	-4.883623E-7
-10.142500	-2.599554E-7
-10.136500	-5.306210E-7
-10.130500	-1.881272E-7
-10.124500	-3.319001E-7
-10.118500	-5.559996E-7
-10.112500	-2.769521E-7
-10.106500	-1.965091E-7
-10.100500	-3.614696E-7
-10.094500	-3.910391E-7
-10.088500	-3.149034E-7
-10.082500	-2.008164E-7
-10.076500	-3.065215E-7
-10.070500	-2.008164E-7
-10.064500	-6.025657E-7
-10.058500	-4.080357E-7
-10.052500	-4.883623E-7
-10.046500	-6.321352E-7
-10.040500	-8.774223E-7
-10.034500	-7.124618E-7
-10.028500	-6.025657E-7
-10.022500	-2.980232E-7
-10.016500	-2.896413E-7
-10.010500	-4.291069E-7
-10.004500	-2.176967E-7
-9.998500	-3.910391E-7
-9.992500	-3.487803E-7
-9.986500	-3.022142E-7
-9.980500	-3.192108E-7
-9.974500	-3.783498E-7
-9.968500	-5.940674E-7
-9.962500	-3.953464E-7
-9.956500	-3.487803E-7
-9.950500	-2.980232E-7
-9.944500	-3.360910E-7
-9.938500	-1.965091E-7
-9.932500	-4.544854E-7
-9.926500	-3.783498E-7
-9.920500	-2.599554E-7
-9.914500	-4.587928E-7
-9.908500	-3.107125E-7
-9.902500	-2.388842E-7
-9.896500	-3.319001E-7
-9.890500	-2.261950E-7
-9.884500	-5.983748E-7
-9.878500	-5.179318E-7
-9.872500	-5.179318E-7
-9.866500	-2.769521E-7
-9.860500	-3.910391E-7
-9.854500	-6.997725E-7
-9.848500	-8.478528E-7
-9.842500	-3.065215E-7
-9.836500	-3.275927E-7
-9.830500	-2.388842E-7
-9.824500	-3.192108E-7
-9.818500	-5.095499E-7
-9.812500	-3.868481E-7
-9.806500	-3.022142E-7
-9.800000	-2.599554E-7
-9.794000	-3.783498E-7
-9.788000	-4.798640E-7
-9.782000	-5.813781E-7
-9.776000	-2.176967E-7
-9.770000	-5.137408E-7
-9.764000	-6.067567E-7
-9.758000	-4.629837E-7
-9.752000	-4.841713E-7
-9.746000	-2.853340E-7
-9.740000	-4.037283E-7
-9.734000	-5.095499E-7
-9.728000	-4.925532E-7
-9.722000	-6.961636E-8
-9.716000	-8.661300E-8
-9.710000	-2.726447E-7
-9.704000	-5.179318E-7
-9.698000	-5.349284E-7
-9.692000	-2.811430E-7
-9.686000	-3.529713E-7
-9.680000	-3.234018E-7
-9.674000	-5.940674E-7
-9.668000	-4.291069E-7
-9.662000	-4.164176E-7
-9.656000	-3.107125E-7
-9.650000	-5.222391E-7
-9.644000	-1.754379E-7
-9.638000	-4.080357E-7
-9.632000	-2.345769E-7
-9.626000	-4.502945E-7
-9.620000	-3.910391E-7
-9.614000	-3.360910E-7
-9.608000	-4.714821E-7
-9.602000	-4.249159E-7
-9.596000	-2.135057E-7
-9.590000	-3.192108E-7
-9.584000	-7.209601E-7
-9.578000	-4.291069E-7
-9.572000	-5.306210E-7
-9.566000	-1.754379E-7
-9.560000	-3.953464E-7
-9.554000	-3.614696E-7
-9.548000	-1.838198E-7
-9.542000	1.586741E-7
-9.536000	1.079170E-7
-9.530000	-1.669396E-7
-9.524000	-4.334142E-7
-9.518000	-5.349284E-7
-9.512000	-5.222391E-7
-9.506000	-6.321352E-7
-9.500000	-3.275927E-7
-9.494000	-7.421477E-7
