% Langmuir characteristic curve

% U (Volt)	I (A)
-10.118500	-5.692709E-8
-10.112500	-8.661300E-8
-10.106500	-1.627486E-7
-10.100500	-6.961636E-8
-10.094500	1.037261E-7
-10.088500	-5.273614E-8
-10.082500	-4.629837E-7
-10.076500	-3.529713E-7
-10.070500	-2.050074E-7
-10.064500	-2.430752E-7
-10.058500	-2.133893E-7
-10.052500	-7.811468E-8
-10.046500	-2.316665E-8
-10.040500	-2.091983E-7
-10.034500	-5.692709E-8
-10.028500	-1.466833E-8
-10.022500	-9.930227E-8
-10.016500	-1.161825E-7
-10.010500	-1.034932E-7
-10.004500	-1.627486E-7
-9.998500	4.877802E-8
-9.992500	-2.007000E-7
-9.986500	-2.768356E-7
-9.980500	-2.811430E-7
-9.974500	-1.161825E-7
-9.968500	-1.754379E-7
-9.962500	-2.599554E-7
-9.956500	-2.133893E-7
-9.950500	-2.895249E-7
-9.944500	2.211891E-9
-9.938500	1.920853E-8
-9.932500	-1.161825E-7
-9.926500	-1.076842E-7
-9.920500	-2.218876E-7
-9.914500	1.071021E-8
-9.908500	2.759043E-8
-9.902500	-3.022142E-7
-9.896500	-3.995374E-7
-9.890500	-1.542503E-7
-9.884500	-1.754379E-7
-9.878500	-2.811430E-7
-9.872500	-1.542503E-7
-9.866500	-2.218876E-7
-9.860500	-1.119915E-7
-9.854500	-1.119915E-7
-9.848500	6.519258E-9
-9.842500	2.759043E-8
-9.836500	-1.119915E-7
-9.830500	-4.423782E-8
-9.824500	9.522773E-8
-9.818500	-1.034932E-7
-9.812500	-5.692709E-8
-9.806500	-2.303859E-7
-9.800000	-2.218876E-7
-9.794000	-1.711305E-7
-9.788000	-1.542503E-7
-9.782000	-1.965091E-7
-9.776000	-3.319001E-7
-9.770000	-3.360910E-7
-9.764000	-4.004687E-8
-9.758000	1.206063E-7
-9.752000	1.920853E-8
-9.746000	-2.735760E-8
-9.740000	-4.423782E-8
-9.734000	-5.273614E-8
-9.728000	7.834751E-8
-9.722000	7.415656E-8
-9.716000	-2.303859E-7
-9.710000	-3.234018E-7
-9.704000	-1.627486E-7
-9.698000	4.877802E-8
-9.692000	-2.811430E-7
-9.686000	-8.661300E-8
-9.680000	-7.811468E-8
-9.674000	-4.423782E-8
-9.668000	1.502922E-7
-9.662000	6.996561E-8
-9.656000	-2.735760E-8
-9.650000	-6.170012E-9
-9.644000	1.798617E-7
-9.638000	1.122244E-7
-9.632000	2.643792E-7
-9.626000	-2.260786E-7
-9.620000	-1.711305E-7
-9.614000	-8.661300E-8
-9.608000	-4.004687E-8
-9.602000	-1.119915E-7
-9.596000	-2.811430E-7
-9.590000	-2.345769E-7
-9.584000	1.544831E-7
-9.578000	1.628650E-7
-9.572000	1.122244E-7
-9.566000	9.953510E-8
-9.560000	-1.923181E-7
-9.554000	6.146729E-8
-9.548000	1.291046E-7
-9.542000	7.834751E-8
-9.536000	-2.050074E-7
-9.530000	-1.542503E-7
-9.524000	-6.170012E-9
-9.518000	1.291046E-7
-9.512000	-1.047738E-8
-9.506000	-1.979060E-9
-9.500000	-3.154855E-8
-9.494000	-1.979060E-9
-9.488000	1.925509E-7
-9.482000	1.967419E-7
-9.476000	6.565824E-8
-9.470000	1.122244E-7
-9.464000	2.433080E-7
-9.458000	2.009328E-7
-9.452000	1.417939E-7
-9.446000	-1.542503E-7
-9.440000	-4.004687E-8
-9.434000	-2.735760E-8
